Humidity3pm,Humidity9am,Sunshine,Cloud3pm,Pressure3pm,Temp3pm,Rainfall,WindGustSpeed,Location
33.0,52.0,10.8,1.0,1011.9,32.7,0.0,54.0,Darwin
53.0,85.0,6.1,3.0,1020.2,14.9,6.0,39.0,Mildura
40.0,56.0,11.0,0.0,1024.9,20.8,0.0,48.0,PearceRAAF
52.0,62.0,6.5,7.0,1009.4,30.7,2.6,35.0,Darwin
74.0,71.0,9.6,5.0,1012.1,23.1,0.0,41.0,NorfolkIsland
61.0,68.0,,7.0,1015.0,23.3,0.0,39.0,Sale
10.0,50.0,,,1007.9,33.6,0.0,67.0,Canberra
18.0,29.0,13.9,0.0,1017.5,32.5,0.0,57.0,WaggaWagga
32.0,49.0,10.2,0.0,1010.9,21.2,0.0,35.0,Brisbane
30.0,71.0,9.4,,1014.8,27.9,4.0,43.0,Mildura
63.0,59.0,,,,17.1,7.4,69.0,SalmonGums
52.0,66.0,8.5,0.0,1022.3,19.3,0.0,41.0,PearceRAAF
17.0,34.0,,,1014.1,37.5,0.0,43.0,Walpole
74.0,87.0,2.3,7.0,1021.9,12.4,12.6,,Sydney
51.0,45.0,12.7,6.0,1013.6,25.9,0.0,43.0,Perth
38.0,75.0,9.7,5.0,1031.8,14.3,0.0,28.0,Woomera
21.0,44.0,5.2,8.0,994.9,29.1,0.0,87.0,Hobart
85.0,73.0,3.9,7.0,1009.7,21.7,0.0,35.0,NorfolkIsland
59.0,64.0,11.1,1.0,1011.2,30.6,0.0,37.0,Townsville
77.0,61.0,11.5,5.0,1013.9,20.8,0.0,,Albany
51.0,73.0,7.6,6.0,1003.3,19.5,15.6,,Albany
9.0,19.0,12.4,0.0,1010.4,39.3,0.0,31.0,Nuriootpa
24.0,26.0,,3.0,1010.1,31.8,0.0,33.0,Katherine
8.0,20.0,9.8,3.0,1013.9,31.9,0.0,39.0,AliceSprings
,75.0,,,1006.5,,0.0,37.0,Katherine
89.0,72.0,4.2,7.0,1007.9,27.0,17.4,30.0,Brisbane
60.0,76.0,6.9,1.0,1009.9,11.1,0.4,61.0,Canberra
52.0,63.0,6.2,4.0,1022.7,19.4,0.0,39.0,MountGambier
59.0,76.0,3.5,5.0,1025.1,14.2,0.0,30.0,Canberra
45.0,56.0,10.1,2.0,1008.8,31.0,0.0,30.0,Darwin
65.0,74.0,4.8,5.0,1013.0,22.7,0.0,39.0,NorfolkIsland
84.0,96.0,,,1026.7,13.5,14.2,30.0,Walpole
62.0,64.0,,,1011.0,25.5,0.2,41.0,GoldCoast
53.0,82.0,10.8,1.0,1010.0,28.3,0.0,31.0,Darwin
66.0,47.0,9.9,4.0,1012.8,16.7,0.0,50.0,MountGambier
68.0,86.0,6.3,,1015.5,12.8,4.4,54.0,Dartmoor
43.0,65.0,,,1016.1,16.4,0.0,56.0,Ballarat
66.0,77.0,9.4,5.0,1021.7,23.0,0.0,,Sydney
83.0,94.0,,,,12.7,0.8,39.0,SalmonGums
90.0,98.0,,8.0,1023.7,15.6,68.6,41.0,Richmond
77.0,80.0,,,1022.3,18.1,0.0,39.0,NorahHead
14.0,20.0,,,1004.5,39.1,0.0,54.0,Uluru
85.0,86.0,,8.0,1002.5,22.6,0.0,44.0,Wollongong
66.0,100.0,,1.0,1018.4,14.4,0.2,24.0,Albury
52.0,99.0,,,1029.6,19.8,0.0,19.0,Sale
48.0,47.0,11.6,2.0,1009.6,32.3,0.0,37.0,Darwin
52.0,96.0,,,1031.2,14.3,0.2,20.0,Nhil
64.0,60.0,7.8,7.0,1006.0,28.7,0.0,28.0,Brisbane
57.0,67.0,,,,15.0,0.0,30.0,SalmonGums
64.0,92.0,3.4,7.0,1000.8,24.5,14.0,33.0,WaggaWagga
37.0,77.0,,,1020.2,21.8,0.0,41.0,Nhil
14.0,23.0,,,1016.4,38.1,0.0,26.0,Adelaide
39.0,52.0,9.3,6.0,1008.3,20.8,0.0,54.0,Hobart
97.0,100.0,,,,0.9,0.0,31.0,MountGinini
82.0,81.0,,8.0,1020.7,13.3,0.0,30.0,Canberra
19.0,37.0,,,1010.2,28.4,,44.0,GoldCoast
23.0,66.0,,,1012.7,36.2,0.0,31.0,BadgerysCreek
51.0,67.0,,,1024.9,12.0,17.2,46.0,Walpole
57.0,70.0,,1.0,1011.9,16.5,0.0,28.0,Bendigo
86.0,79.0,4.7,8.0,1013.0,11.7,2.8,76.0,Sale
31.0,49.0,9.6,1.0,1018.1,14.3,0.6,54.0,Sydney
79.0,98.0,,,1031.2,9.8,0.0,7.0,Launceston
37.0,71.0,,,1022.4,24.5,0.0,22.0,Richmond
61.0,68.0,,,1021.5,19.6,0.0,31.0,Wollongong
63.0,67.0,,,,21.3,0.0,50.0,SalmonGums
,88.0,,,1006.0,,49.0,31.0,Katherine
39.0,68.0,9.4,1.0,1027.4,21.8,0.0,31.0,Moree
24.0,46.0,7.8,3.0,1007.2,28.1,0.0,59.0,PerthAirport
24.0,47.0,,,,30.0,0.0,35.0,SalmonGums
62.0,77.0,,,1019.1,24.2,1.2,39.0,NorahHead
39.0,63.0,10.5,1.0,1009.9,31.6,0.0,39.0,Darwin
51.0,93.0,,1.0,1016.7,14.0,0.2,17.0,Albury
35.0,71.0,7.3,6.0,1001.9,21.5,0.0,46.0,Sydney
44.0,43.0,,,1015.1,20.6,0.0,61.0,Williamtown
43.0,90.0,7.6,,1024.8,12.5,0.0,19.0,Canberra
79.0,61.0,,,1027.1,13.5,1.0,35.0,Adelaide
100.0,99.0,0.0,8.0,1004.8,9.8,5.2,63.0,Watsonia
54.0,82.0,10.0,6.0,1007.6,22.2,3.2,37.0,Mildura
56.0,69.0,6.6,5.0,1012.9,19.1,0.0,31.0,Watsonia
30.0,13.0,,,1004.2,37.8,0.0,43.0,Uluru
91.0,97.0,,8.0,1007.6,15.1,6.4,63.0,MountGambier
47.0,99.0,,,,16.6,8.2,91.0,MountGinini
,97.0,,,,,0.0,,Newcastle
,81.0,7.6,,1024.1,,0.0,,Albany
49.0,53.0,,,1018.0,19.6,0.0,59.0,GoldCoast
55.0,68.0,9.5,,1024.6,16.2,0.0,26.0,Hobart
68.0,96.0,,8.0,1027.2,18.5,1.4,26.0,CoffsHarbour
34.0,57.0,9.8,6.0,1020.0,20.6,0.0,30.0,Moree
57.0,59.0,10.8,3.0,1019.3,24.2,7.8,26.0,Brisbane
51.0,58.0,1.4,,1004.7,18.4,0.2,56.0,Adelaide
64.0,87.0,5.4,,1024.3,12.6,8.0,52.0,Melbourne
9.0,28.0,13.8,1.0,1010.6,33.4,0.0,33.0,Nuriootpa
59.0,65.0,9.8,1.0,1010.1,30.3,0.0,39.0,Darwin
73.0,100.0,,,1012.9,24.8,0.4,24.0,Walpole
58.0,63.0,,,,16.7,1.0,37.0,MountGinini
34.0,62.0,,,1015.8,20.2,0.0,48.0,Ballarat
72.0,94.0,5.9,,1015.6,16.7,3.8,41.0,Dartmoor
58.0,84.0,,7.0,,22.2,0.2,,Newcastle
69.0,90.0,,,,11.0,8.6,48.0,SalmonGums
64.0,100.0,,,1031.8,11.5,0.8,33.0,Nhil
88.0,93.0,,7.0,1003.1,24.6,40.8,54.0,Bendigo
78.0,,,,1015.5,21.5,,50.0,BadgerysCreek
19.0,41.0,11.4,5.0,1014.4,35.2,0.0,37.0,Mildura
45.0,80.0,,,1016.2,18.7,0.2,24.0,Albury
60.0,55.0,,,1014.0,22.6,0.4,31.0,Wollongong
61.0,61.0,,,1017.0,14.0,15.8,63.0,Witchcliffe
,,,,,,,37.0,MountGinini
65.0,76.0,5.2,6.0,1020.1,22.8,0.0,,Albany
28.0,44.0,11.6,3.0,1016.8,29.7,0.0,,Sydney
90.0,69.0,,,,15.4,0.0,48.0,SalmonGums
77.0,100.0,,,1023.4,16.1,9.8,39.0,Witchcliffe
85.0,74.0,,,1013.1,19.7,0.0,33.0,Launceston
98.0,98.0,,,,-0.7,1.2,65.0,MountGinini
32.0,44.0,6.1,2.0,1006.7,19.2,0.0,48.0,Watsonia
81.0,31.0,1.3,7.0,1006.3,21.1,0.0,59.0,PearceRAAF
62.0,61.0,,,,20.3,0.2,30.0,Penrith
31.0,71.0,,,1019.9,22.9,0.0,30.0,AliceSprings
39.0,66.0,10.8,1.0,1018.7,16.3,0.0,30.0,WaggaWagga
,68.0,,,1022.1,,1.0,,Albany
27.0,36.0,12.8,1.0,1012.9,22.3,0.0,43.0,SydneyAirport
60.0,61.0,,,1024.5,17.9,0.0,43.0,Witchcliffe
27.0,58.0,9.0,7.0,1020.3,21.9,0.2,43.0,Woomera
37.0,60.0,,,,24.0,0.0,50.0,SalmonGums
59.0,65.0,,3.0,,25.4,0.0,,Newcastle
44.0,91.0,,,,17.0,0.0,39.0,SalmonGums
57.0,74.0,,7.0,1010.0,13.2,0.0,41.0,Bendigo
24.0,56.0,10.0,0.0,1016.5,22.6,0.0,20.0,Brisbane
69.0,90.0,3.8,6.0,1007.5,30.0,7.4,61.0,Darwin
71.0,72.0,,7.0,1020.4,17.2,0.0,30.0,Portland
88.0,56.0,0.3,8.0,1012.0,12.6,0.0,37.0,MelbourneAirport
71.0,96.0,4.1,,1013.7,14.8,0.8,35.0,Dartmoor
60.0,94.0,,8.0,995.2,16.4,27.8,48.0,Richmond
33.0,10.0,,,,24.9,0.0,37.0,MountGinini
47.0,59.0,,,1019.3,10.8,0.0,41.0,Tuggeranong
,91.0,,,,22.2,0.2,26.0,Penrith
66.0,65.0,,,1021.0,16.1,0.0,39.0,Witchcliffe
80.0,73.0,,8.0,999.9,23.6,0.0,61.0,Wollongong
34.0,39.0,,,1015.8,21.8,0.0,37.0,CoffsHarbour
27.0,42.0,9.9,2.0,1010.8,29.9,0.0,46.0,PearceRAAF
32.0,62.0,,1.0,1008.2,26.0,0.0,61.0,Woomera
98.0,99.0,,8.0,1009.7,10.4,1.2,61.0,Ballarat
38.0,70.0,7.0,,1023.8,18.7,,33.0,Melbourne
39.0,72.0,,,1020.7,14.7,0.0,37.0,Uluru
56.0,58.0,10.9,2.0,1017.7,21.6,0.0,39.0,NorfolkIsland
75.0,90.0,8.3,7.0,1012.6,11.2,4.6,57.0,Nuriootpa
44.0,64.0,,,999.0,18.5,78.4,46.0,Richmond
31.0,62.0,,,,23.5,0.0,35.0,SalmonGums
87.0,68.0,,,1012.0,25.3,0.0,39.0,GoldCoast
46.0,58.0,,,,26.7,0.0,37.0,Penrith
53.0,84.0,7.5,6.0,1014.0,21.3,0.0,26.0,Watsonia
31.0,50.0,9.2,7.0,1014.5,28.9,0.0,43.0,Nuriootpa
78.0,98.0,,,,7.3,0.0,39.0,MountGinini
56.0,75.0,,,1013.2,23.6,0.0,37.0,NorahHead
53.0,62.0,,,1009.5,25.1,0.0,30.0,CoffsHarbour
78.0,100.0,,,1017.3,16.3,6.0,33.0,Walpole
50.0,66.0,9.0,3.0,1020.1,20.0,0.0,19.0,Brisbane
30.0,63.0,9.7,1.0,1012.5,29.9,0.0,30.0,Perth
67.0,67.0,,,1010.0,25.4,0.0,41.0,NorahHead
32.0,30.0,,,1007.6,22.6,0.0,65.0,Williamtown
28.0,53.0,10.5,6.0,1013.8,27.2,0.0,46.0,Nuriootpa
49.0,49.0,7.6,,1012.5,20.1,0.0,,Sydney
64.0,49.0,5.6,6.0,1019.8,22.7,0.0,39.0,Mildura
40.0,57.0,8.9,5.0,1013.7,27.1,0.0,39.0,Perth
48.0,72.0,,,1027.0,22.2,0.0,33.0,Witchcliffe
46.0,63.0,11.8,3.0,1008.1,32.4,3.6,35.0,Cairns
73.0,86.0,4.2,7.0,1018.7,22.3,8.0,15.0,Brisbane
58.0,62.0,10.8,4.0,1013.4,27.9,0.0,35.0,Townsville
32.0,65.0,,,1017.8,18.9,0.0,61.0,Nhil
62.0,31.0,0.3,7.0,1017.1,24.4,0.0,56.0,MelbourneAirport
87.0,80.0,,8.0,1018.6,15.2,0.2,57.0,Wollongong
63.0,78.0,0.0,7.0,1024.8,14.7,0.6,19.0,Melbourne
35.0,73.0,,7.0,1024.4,19.5,0.0,13.0,Mildura
72.0,81.0,4.5,6.0,1008.8,13.1,1.6,,Albany
17.0,30.0,13.1,1.0,1010.8,33.7,0.0,46.0,Perth
86.0,86.0,,7.0,1025.8,12.0,0.0,30.0,Sale
71.0,65.0,,8.0,1018.9,17.5,0.0,56.0,Sale
81.0,91.0,0.4,8.0,1023.1,7.8,25.6,67.0,Hobart
44.0,84.0,,,1021.0,19.0,0.0,31.0,Launceston
23.0,42.0,11.5,5.0,1003.7,25.9,0.0,50.0,WaggaWagga
59.0,70.0,,8.0,1015.5,27.4,0.0,28.0,Richmond
67.0,75.0,,,1017.4,20.9,0.0,33.0,Portland
42.0,39.0,7.8,5.0,1005.6,18.6,0.0,,SydneyAirport
12.0,33.0,11.3,0.0,1012.7,30.0,0.0,48.0,Darwin
47.0,56.0,12.1,1.0,1013.5,28.9,0.0,30.0,Brisbane
48.0,99.0,7.8,1.0,1017.2,23.4,3.4,39.0,Watsonia
88.0,86.0,4.1,7.0,1010.7,27.0,1.2,33.0,Cairns
59.0,62.0,,,1020.9,22.7,0.0,28.0,CoffsHarbour
48.0,65.0,,6.0,1017.6,17.5,11.8,56.0,Canberra
20.0,53.0,,,,27.0,0.0,35.0,SalmonGums
40.0,57.0,,,,33.0,0.0,31.0,Penrith
54.0,88.0,0.0,8.0,1006.4,25.0,1.4,35.0,MelbourneAirport
82.0,79.0,,8.0,1011.6,21.8,113.8,57.0,CoffsHarbour
8.0,38.0,10.5,1.0,1005.7,32.9,0.0,56.0,Moree
36.0,79.0,,,1028.8,14.7,0.0,19.0,Canberra
64.0,58.0,,,1020.7,18.7,0.0,67.0,NorahHead
35.0,65.0,,2.0,1007.7,36.8,0.0,22.0,Katherine
88.0,96.0,,,,12.8,5.4,26.0,SalmonGums
32.0,71.0,,,1019.9,31.1,0.0,28.0,Tuggeranong
61.0,82.0,7.6,,1025.9,16.2,0.0,37.0,Dartmoor
57.0,76.0,8.1,6.0,1009.1,32.0,0.0,35.0,Darwin
32.0,49.0,,,1015.8,14.6,0.0,59.0,Wollongong
42.0,68.0,13.3,,1009.3,27.1,0.0,37.0,Dartmoor
27.0,57.0,,1.0,1006.1,21.8,1.2,41.0,Bendigo
33.0,54.0,,,1016.2,25.7,0.0,24.0,Cobar
100.0,100.0,0.0,8.0,1011.9,12.8,6.2,11.0,Melbourne
,,,,,,,28.0,NorahHead
44.0,71.0,10.8,2.0,1010.1,31.8,0.0,33.0,Darwin
99.0,100.0,,,,15.1,1.2,15.0,Penrith
95.0,100.0,,,1024.0,12.5,4.6,15.0,Tuggeranong
68.0,72.0,3.6,2.0,1015.2,14.4,0.2,46.0,Portland
6.0,20.0,,1.0,1011.9,38.3,0.0,33.0,Cobar
90.0,79.0,0.0,8.0,1010.2,16.4,0.2,83.0,SydneyAirport
99.0,99.0,,,,12.9,15.6,59.0,MountGinini
52.0,58.0,8.5,1.0,1030.2,15.9,0.0,28.0,SydneyAirport
32.0,69.0,,,,24.9,0.8,37.0,SalmonGums
67.0,72.0,8.5,6.0,1001.0,13.8,10.6,,Albany
23.0,51.0,,,1002.6,40.5,0.0,69.0,Richmond
42.0,85.0,,7.0,1006.7,18.0,19.0,46.0,Bendigo
66.0,56.0,,,1020.3,21.4,0.0,46.0,Wollongong
60.0,80.0,8.0,6.0,1027.2,13.2,0.0,33.0,WaggaWagga
40.0,60.0,9.0,,1018.1,23.4,0.0,44.0,Dartmoor
17.0,35.0,,,1010.2,30.2,0.0,52.0,Cobar
69.0,71.0,8.6,,1020.1,14.3,6.0,54.0,Portland
40.0,47.0,,,,17.6,0.0,56.0,MountGinini
38.0,58.0,,,1014.3,21.8,0.2,33.0,Canberra
24.0,35.0,11.0,0.0,1015.3,23.3,0.0,35.0,AliceSprings
58.0,81.0,1.8,7.0,1014.9,29.2,1.6,31.0,Brisbane
16.0,27.0,,,1016.2,28.2,0.0,22.0,Uluru
22.0,31.0,,,1010.7,24.1,0.0,39.0,Launceston
66.0,91.0,3.1,4.0,1012.6,13.3,8.8,43.0,WaggaWagga
71.0,100.0,,,1011.6,23.6,2.8,19.0,BadgerysCreek
63.0,85.0,7.6,2.0,1009.1,29.6,0.0,20.0,Brisbane
60.0,76.0,3.7,7.0,1022.4,11.2,0.0,39.0,MelbourneAirport
35.0,75.0,,,1020.9,18.2,0.0,24.0,Tuggeranong
15.0,44.0,10.8,0.0,1009.1,23.0,0.0,69.0,Woomera
84.0,39.0,0.3,8.0,1011.6,17.6,0.0,44.0,Nuriootpa
48.0,70.0,10.1,1.0,1018.3,22.6,0.2,26.0,Brisbane
45.0,51.0,13.0,1.0,1012.0,27.2,0.0,44.0,Sydney
56.0,79.0,7.8,2.0,1022.7,11.9,2.8,,Mildura
95.0,83.0,,,1009.6,16.5,15.2,39.0,Walpole
97.0,97.0,0.0,8.0,1008.6,19.7,9.0,28.0,MountGambier
39.0,74.0,10.8,0.0,,21.5,0.0,,Woomera
34.0,43.0,,,,21.4,0.0,48.0,SalmonGums
18.0,58.0,11.9,1.0,1012.6,34.4,0.0,52.0,Woomera
83.0,79.0,1.6,7.0,1020.8,15.1,19.6,48.0,NorfolkIsland
80.0,69.0,,,,19.3,0.0,24.0,Penrith
52.0,74.0,10.6,1.0,1019.5,22.8,0.0,28.0,Williamtown
49.0,96.0,,,1011.8,21.1,,28.0,Cobar
39.0,55.0,6.5,3.0,1020.3,18.1,0.0,46.0,Nuriootpa
25.0,18.0,10.8,7.0,1010.0,23.8,0.0,57.0,Nuriootpa
60.0,60.0,,,1016.1,26.5,0.0,41.0,GoldCoast
59.0,78.0,4.5,7.0,1015.0,16.5,0.0,30.0,MelbourneAirport
31.0,38.0,,,1017.1,24.5,0.0,48.0,Richmond
85.0,90.0,,,,14.7,1.2,30.0,SalmonGums
100.0,100.0,0.0,,1008.0,12.3,5.0,26.0,Dartmoor
37.0,25.0,,,,27.5,0.0,46.0,SalmonGums
49.0,63.0,10.7,5.0,1009.0,33.2,0.0,39.0,Darwin
,82.0,,8.0,1016.3,23.9,0.5,24.0,CoffsHarbour
63.0,97.0,6.4,8.0,1014.6,15.1,41.2,37.0,PearceRAAF
7.0,48.0,11.0,0.0,1014.7,32.2,0.0,44.0,Darwin
24.0,39.0,13.2,0.0,1010.9,33.8,0.0,46.0,Perth
33.0,68.0,,,1017.4,24.1,0.0,33.0,Launceston
60.0,72.0,6.8,6.0,1008.3,19.6,4.2,,SydneyAirport
40.0,72.0,,,1014.4,26.6,0.0,28.0,Witchcliffe
37.0,39.0,10.8,,1006.9,28.5,0.0,69.0,Portland
11.0,29.0,,,1022.9,34.2,0.0,28.0,Moree
51.0,63.0,7.9,4.0,1025.2,15.3,0.0,41.0,MelbourneAirport
59.0,81.0,,,1015.9,25.9,0.0,33.0,Williamtown
16.0,40.0,,,1017.6,28.5,0.0,31.0,Uluru
88.0,80.0,1.0,7.0,1020.1,15.9,0.8,50.0,Portland
22.0,49.0,12.5,1.0,1009.9,25.6,0.0,31.0,WaggaWagga
8.0,9.0,11.4,2.0,1012.9,36.7,0.0,37.0,AliceSprings
45.0,88.0,7.1,0.0,1031.7,14.4,0.0,20.0,Mildura
36.0,62.0,9.5,1.0,1023.2,17.8,0.0,37.0,Sydney
62.0,83.0,7.1,6.0,1010.5,25.0,37.0,30.0,Townsville
78.0,72.0,5.1,7.0,1019.5,23.1,0.0,70.0,Williamtown
80.0,83.0,,8.0,1023.4,18.7,2.0,48.0,NorfolkIsland
38.0,87.0,,,1024.7,16.4,0.0,24.0,Richmond
53.0,59.0,8.3,5.0,1015.5,22.4,0.0,48.0,SydneyAirport
60.0,89.0,7.5,6.0,1013.8,18.5,0.2,37.0,Perth
61.0,95.0,,4.0,,27.9,0.0,,Newcastle
52.0,59.0,,,,19.5,37.2,44.0,Penrith
63.0,63.0,,,,23.6,0.0,,CoffsHarbour
18.0,29.0,,,1015.9,27.6,0.0,28.0,Uluru
29.0,61.0,,,1017.7,17.6,0.0,43.0,Uluru
100.0,100.0,,8.0,1027.1,10.9,0.2,26.0,Ballarat
70.0,77.0,,,999.9,20.4,0.0,48.0,Witchcliffe
72.0,72.0,5.4,7.0,1004.2,19.0,0.0,,Albany
27.0,63.0,,7.0,1007.0,28.0,0.0,33.0,Albury
35.0,36.0,8.3,6.0,1004.3,14.5,0.0,76.0,Sydney
57.0,47.0,,,1012.6,17.2,0.0,69.0,Woomera
64.0,64.0,10.4,2.0,1004.5,30.8,0.2,35.0,Cairns
23.0,53.0,10.7,1.0,1012.3,33.2,0.0,52.0,Darwin
42.0,58.0,1.2,7.0,1007.7,15.2,0.0,67.0,MelbourneAirport
51.0,68.0,8.0,3.0,1018.8,17.1,0.0,39.0,PerthAirport
64.0,71.0,5.6,,1019.8,15.9,0.0,54.0,Dartmoor
86.0,91.0,,8.0,1020.7,17.2,27.6,61.0,Wollongong
34.0,79.0,9.0,5.0,1020.9,14.7,0.0,43.0,Woomera
65.0,65.0,11.1,1.0,1008.7,23.8,0.2,48.0,Sydney
81.0,100.0,3.4,6.0,1029.3,13.3,3.2,24.0,Watsonia
90.0,98.0,1.5,7.0,1004.1,24.4,2.6,31.0,Woomera
35.0,55.0,,,,17.8,0.0,26.0,SalmonGums
46.0,56.0,13.3,1.0,1013.8,24.3,0.0,39.0,Perth
66.0,62.0,11.7,1.0,1013.5,28.6,0.4,41.0,Townsville
88.0,95.0,1.4,7.0,1023.3,12.8,0.2,33.0,MelbourneAirport
48.0,92.0,10.3,,1015.5,22.5,0.0,37.0,Dartmoor
,98.0,,,,,11.0,46.0,MountGinini
32.0,56.0,,,1013.5,29.5,0.0,35.0,Witchcliffe
26.0,39.0,,,,35.6,0.0,33.0,Penrith
48.0,59.0,11.1,2.0,1020.5,18.4,1.0,30.0,MountGambier
89.0,89.0,0.0,8.0,1021.7,17.7,8.0,44.0,Brisbane
81.0,91.0,5.7,7.0,1014.9,21.2,2.2,31.0,Perth
24.0,61.0,9.2,5.0,1018.7,20.8,0.0,37.0,Nuriootpa
97.0,100.0,0.0,7.0,1009.0,13.8,1.6,43.0,Watsonia
25.0,24.0,12.7,1.0,1002.0,33.9,0.0,61.0,AliceSprings
20.0,38.0,5.7,7.0,1020.4,31.4,0.0,43.0,Mildura
29.0,54.0,,,1013.3,34.9,0.0,31.0,Albury
54.0,67.0,9.0,7.0,1007.2,26.0,0.4,31.0,Perth
37.0,49.0,7.2,,1022.7,19.0,0.0,,PearceRAAF
40.0,59.0,,,1022.4,28.1,0.0,37.0,Witchcliffe
59.0,48.0,7.3,7.0,1016.7,22.7,0.0,50.0,SydneyAirport
70.0,68.0,,,1009.2,21.3,0.4,67.0,NorahHead
56.0,66.0,10.4,3.0,1011.6,28.1,0.2,37.0,Cairns
68.0,57.0,10.5,3.0,1003.2,32.3,0.0,37.0,Cairns
,78.0,,,1022.3,,5.0,,Albany
57.0,64.0,,,1013.2,26.3,0.0,31.0,BadgerysCreek
72.0,86.0,,,1012.4,27.6,10.4,52.0,GoldCoast
48.0,59.0,11.2,3.0,1021.2,23.9,0.0,41.0,Hobart
47.0,64.0,,,1015.5,17.6,0.0,46.0,Dartmoor
51.0,47.0,12.5,0.0,1014.4,27.3,0.0,26.0,Brisbane
79.0,76.0,5.9,7.0,1014.4,20.2,0.0,,Albany
71.0,75.0,0.2,8.0,1015.5,25.1,3.4,15.0,Brisbane
59.0,74.0,,,1009.9,15.0,1.4,52.0,Ballarat
74.0,83.0,9.7,5.0,1011.7,23.9,0.8,37.0,NorfolkIsland
75.0,85.0,3.9,5.0,1021.1,21.3,3.2,52.0,Sale
46.0,90.0,7.3,1.0,1023.1,16.5,2.0,28.0,Perth
16.0,76.0,,,,30.3,0.0,48.0,Penrith
73.0,86.0,,,,20.5,0.0,26.0,Penrith
86.0,77.0,,,1022.6,18.7,29.8,48.0,GoldCoast
49.0,47.0,9.8,6.0,1001.2,22.9,0.0,43.0,Hobart
74.0,81.0,4.1,8.0,1002.1,14.1,0.8,35.0,MountGambier
69.0,92.0,,,1010.4,14.3,0.4,57.0,Adelaide
64.0,99.0,8.2,,1003.8,23.2,73.6,44.0,Dartmoor
57.0,97.0,9.4,1.0,1021.8,17.5,0.2,22.0,Portland
55.0,62.0,,,1015.5,25.4,0.0,35.0,Walpole
71.0,72.0,5.7,,1012.6,12.5,,39.0,Melbourne
,63.0,,1.0,1010.4,34.0,0.0,37.0,Katherine
40.0,72.0,7.0,4.0,1015.8,19.4,0.0,,Albany
77.0,99.0,,8.0,995.4,24.4,2.8,35.0,Bendigo
55.0,94.0,,,1026.4,15.6,0.0,31.0,Ballarat
20.0,49.0,,,,28.9,2.6,33.0,SalmonGums
29.0,80.0,,,1017.4,28.3,0.0,31.0,BadgerysCreek
23.0,27.0,11.0,0.0,1013.0,28.8,0.0,46.0,Darwin
58.0,73.0,3.2,7.0,1030.2,11.4,0.0,39.0,Hobart
53.0,53.0,,,1007.9,22.7,0.0,43.0,Witchcliffe
93.0,97.0,,8.0,,10.4,10.2,30.0,Launceston
30.0,37.0,9.0,2.0,1009.3,17.7,0.0,80.0,Hobart
65.0,97.0,2.0,,1006.6,17.5,20.0,31.0,Adelaide
39.0,66.0,,,1008.6,27.8,0.0,43.0,Walpole
65.0,70.0,,,1012.2,30.9,0.0,46.0,NorahHead
73.0,74.0,2.3,7.0,1010.1,28.2,0.0,41.0,Townsville
82.0,94.0,3.4,7.0,1014.0,20.5,11.2,39.0,Perth
64.0,67.0,5.6,5.0,1018.8,11.4,7.2,65.0,Portland
50.0,68.0,,,1026.5,19.7,0.0,30.0,Canberra
60.0,68.0,,,1012.8,27.8,0.0,39.0,Cairns
56.0,82.0,8.5,7.0,1026.4,15.8,0.0,30.0,MelbourneAirport
60.0,86.0,,,,22.1,0.0,33.0,SalmonGums
27.0,62.0,,,1011.4,27.0,0.0,41.0,Canberra
71.0,78.0,6.6,4.0,1017.0,14.7,13.6,107.0,SydneyAirport
73.0,77.0,,,1015.1,10.9,26.8,44.0,Tuggeranong
66.0,77.0,7.5,,1015.9,17.6,0.2,41.0,Portland
67.0,66.0,,1.0,1017.5,22.1,0.0,31.0,NorfolkIsland
72.0,,,,,26.0,15.6,24.0,Penrith
79.0,89.0,,,1017.3,22.8,0.0,35.0,NorahHead
19.0,49.0,,,1004.8,34.2,0.0,41.0,Richmond
43.0,47.0,0.0,7.0,1020.3,20.6,0.0,46.0,Watsonia
23.0,66.0,,,1010.2,30.2,1.0,48.0,Woomera
39.0,67.0,6.6,2.0,1010.8,25.4,0.0,52.0,CoffsHarbour
44.0,74.0,,3.0,1023.2,12.2,2.8,31.0,Bendigo
48.0,56.0,8.9,4.0,1012.6,21.5,0.0,46.0,MelbourneAirport
59.0,98.0,,,,24.5,0.0,19.0,Penrith
39.0,56.0,10.2,7.0,1006.2,32.5,0.4,48.0,AliceSprings
24.0,46.0,,1.0,,21.0,0.2,,Newcastle
41.0,64.0,,,1017.1,29.1,0.0,22.0,BadgerysCreek
67.0,79.0,10.4,3.0,1007.2,30.7,0.0,30.0,Townsville
15.0,63.0,,,1017.8,29.5,0.0,35.0,Nhil
49.0,79.0,9.9,1.0,1012.0,25.0,0.0,35.0,Watsonia
79.0,75.0,,,,18.4,0.0,35.0,Penrith
51.0,62.0,3.9,7.0,1026.2,19.0,0.0,35.0,Hobart
62.0,61.0,9.9,3.0,1019.4,15.7,0.0,28.0,Williamtown
27.0,60.0,,1.0,1015.9,30.9,0.0,39.0,Bendigo
48.0,72.0,6.5,7.0,1013.2,19.0,2.0,37.0,Watsonia
59.0,81.0,2.0,5.0,1016.9,23.8,1.2,30.0,Sydney
48.0,76.0,,1.0,1015.2,24.7,0.0,26.0,Canberra
67.0,66.0,7.8,7.0,1012.1,25.6,0.0,46.0,CoffsHarbour
